Li2O;BeO;Na2O;MgO;Al2O3;SiO2;P2O5;K2O;CaO;Sc2O3;TiO2;V2O5;Cr2O3;MnO;FeO;Fe2O3;CoO;NiO;CuO;ZnO;GeO2;As2O5;SrO;ZrO2;Nb2O3;MoO2;SnO2;Sb2O3;PbO
14.9407;25.01158;30.98947;40.3044;50.98064;60.0843;70.97225;47.098;56.0774;68.95501;79.8658;90.94;75.9952;70.93744;71.8444;79.8441;74.93259;74.6928;79.5454;81.3794;104.6388;114.9201;103.6194;123.2228;111.90548;127.9588;150.7088;145.7591;223.1994
